TEAM,DATE,OPPONENT,HOME(D)/AWAY(W),RESULT,WIN(W)/LOST(P),PTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FT%,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,YEAR
GKS Tychy,2018-04-14 17:00:00,R8 Basket AZS Politechnika Kraków,W,91:85,P,85,21,41,51.2,10,34,29.4,31,75,41.3,13,20,65.0,15,21,36,22,24,24,13,7,2,3,88,2017/2018
GKS Tychy,2018-04-15 17:00:00,R8 Basket AZS Politechnika Kraków,W,90:94,W,94,14,27,51.9,17,31,54.8,31,58,53.4,15,18,83.3,6,18,24,22,23,21,15,5,1,2,101,2017/2018
GKS Tychy,2018-04-21 18:00:00,R8 Basket AZS Politechnika Kraków,D,103:93,W,103,23,35,65.7,15,30,50.0,38,65,58.5,12,14,85.7,12,16,28,15,26,17,13,4,1,1,109,2017/2018
GKS Tychy,2018-04-22 18:00:00,R8 Basket AZS Politechnika Kraków,D,113:105,W,113,21,42,50.0,16,28,57.1,37,70,52.9,23,25,92.0,12,14,26,18,23,23,12,8,1,3,119,2017/2018
GKS Tychy,2018-04-28 18:00:00,Spójnia Stargard,W,85:61,P,61,17,33,51.5,5,29,17.2,22,62,35.5,12,20,60.0,11,16,27,14,17,22,11,11,0,3,54,2017/2018
GKS Tychy,2018-04-29 18:00:00,Spójnia Stargard,W,93:77,P,77,22,38,57.9,7,20,35.0,29,58,50.0,12,19,63.2,4,17,21,13,18,21,12,8,0,1,71,2017/2018
GKS Tychy,2018-05-05 18:00:00,Spójnia Stargard,D,122:126,P,122,23,38,60.5,19,36,52.8,42,74,56.8,19,21,90.5,6,23,29,27,24,23,18,5,3,2,134,2017/2018
GKS Tychy,2018-05-12 18:00:00,Jamalex Polonia 1912 Leszno,D,105:94,W,105,28,44,63.6,9,20,45.0,37,64,57.8,22,23,95.7,9,26,35,28,23,23,13,6,5,2,138,2017/2018
GKS Tychy,2018-05-19 16:00:00,Jamalex Polonia 1912 Leszno,W,85:67,P,67,17,37,45.9,6,26,23.1,23,63,36.5,15,27,55.6,11,21,32,11,24,25,12,8,0,2,54,2017/2018
Jamalex Polonia 1912 Leszno,2017-09-24 18:00:00,KSK Noteć Inowrocław,W,58:102,W,102,26,35,74.3,7,19,36.8,33,54,61.1,29,40,72.5,3,24,27,15,21,32,10,17,3,0,122,2017/2018
Jamalex Polonia 1912 Leszno,2017-09-30 19:00:00,Siarka Tarnobrzeg,D,97:61,W,97,27,37,73.0,10,26,38.5,37,63,58.7,13,19,68.4,6,24,30,23,26,24,7,6,2,1,119,2017/2018
Jamalex Polonia 1912 Leszno,2017-10-07 17:30:00,Pogoń Prudnik,W,63:75,W,75,15,36,41.7,7,27,25.9,22,63,34.9,24,31,77.4,12,28,40,10,18,23,13,7,1,2,72,2017/2018
Jamalex Polonia 1912 Leszno,2017-10-13 20:00:00,Energa Kotwica Kołobrzeg,D,92:75,W,92,21,36,58.3,13,34,38.2,34,70,48.6,11,14,78.6,11,19,30,22,19,15,9,9,0,0,105,2017/2018
Jamalex Polonia 1912 Leszno,2017-10-18 17:00:00,Biofarm Basket Poznań,W,71:68,P,68,18,46,39.1,8,27,29.6,26,73,35.6,8,12,66.7,14,23,37,9,26,17,8,7,1,3,63,2017/2018
Jamalex Polonia 1912 Leszno,2017-10-21 18:00:00,SKK Siedlce,D,94:87,W,94,20,43,46.5,12,31,38.7,32,74,43.2,18,29,62.1,13,24,37,16,21,25,16,13,2,5,93,2017/2018
Jamalex Polonia 1912 Leszno,2017-10-28 18:00:00,GKS Tychy,W,85:108,W,108,28,42,66.7,12,23,52.2,40,65,61.5,16,26,61.5,5,22,27,18,24,26,11,12,3,2,122,2017/2018
Jamalex Polonia 1912 Leszno,2017-11-08 19:00:00,Elektrobud-Investment ZB Pruszków,D,99:80,W,99,30,45,66.7,7,20,35.0,37,65,56.9,18,27,66.7,10,26,36,26,30,22,13,9,1,3,121,2017/2018
Jamalex Polonia 1912 Leszno,2017-11-11 19:30:00,R8 Basket AZS Politechnika Kraków,D,79:68,W,79,22,45,48.9,8,22,36.4,30,67,44.8,11,15,73.3,6,28,34,13,17,19,10,9,1,5,85,2017/2018
Jamalex Polonia 1912 Leszno,2017-11-18 17:00:00,Sokół Łańcut,D,79:49,W,79,19,49,38.8,9,26,34.6,28,75,37.3,14,19,73.7,19,28,47,20,24,19,12,15,2,7,99,2017/2018
Jamalex Polonia 1912 Leszno,2017-11-24 20:00:00,WKS Śląsk Wrocław,W,86:96,W,96,23,54,42.6,12,32,37.5,35,86,40.7,14,20,70.0,14,32,46,12,25,23,7,6,1,4,97,2017/2018
Jamalex Polonia 1912 Leszno,2017-12-02 19:00:00,Enea Astoria Bydgoszcz,D,82:67,W,82,17,28,60.7,11,35,31.4,28,63,44.4,15,20,75.0,5,35,40,18,20,20,16,7,8,2,99,2017/2018
Jamalex Polonia 1912 Leszno,2017-12-06 18:00:00,Polfarmex Kutno,W,73:69,P,69,17,39,43.6,7,23,30.4,24,62,38.7,14,26,53.8,7,22,29,14,23,27,12,7,3,6,60,2017/2018
Jamalex Polonia 1912 Leszno,2017-12-09 18:00:00,Zetkama Doral Nysa Kłodzko,D,79:57,W,79,22,41,53.7,7,19,36.8,29,60,48.3,14,21,66.7,9,25,34,18,21,22,12,10,1,0,92,2017/2018
Jamalex Polonia 1912 Leszno,2017-12-17 13:00:00,KK Warszawa,W,65:78,W,78,22,43,51.2,6,21,28.6,28,64,43.8,16,21,76.2,8,23,31,13,17,21,9,6,4,3,82,2017/2018
Jamalex Polonia 1912 Leszno,2017-12-21 20:00:00,Spójnia Stargard,D,76:67,W,76,21,37,56.8,7,19,36.8,28,56,50.0,13,19,68.4,5,24,29,16,28,22,15,7,2,0,81,2017/2018
Jamalex Polonia 1912 Leszno,2018-01-06 18:00:00,KSK Noteć Inowrocław,D,84:67,W,84,29,47,61.7,8,20,40.0,37,67,55.2,2,6,33.3,7,16,23,23,19,16,8,4,2,3,94,2017/2018
Jamalex Polonia 1912 Leszno,2018-01-13 18:00:00,Siarka Tarnobrzeg,W,74:94,W,94,19,35,54.3,10,23,43.5,29,58,50.0,26,34,76.5,8,26,34,21,20,24,14,12,0,4,110,2017/2018
Jamalex Polonia 1912 Leszno,2018-01-20 18:00:00,Pogoń Prudnik,D,81:65,W,81,17,34,50.0,9,25,36.0,26,59,44.1,20,28,71.4,5,21,26,16,14,24,7,7,1,0,83,2017/2018
Jamalex Polonia 1912 Leszno,2018-01-26 18:00:00,Energa Kotwica Kołobrzeg,W,72:87,W,87,23,46,50.0,12,24,50.0,35,70,50.0,5,18,27.8,11,18,29,18,22,17,11,11,0,1,86,2017/2018
Jamalex Polonia 1912 Leszno,2018-01-31 20:00:00,Biofarm Basket Poznań,D,82:63,W,82,20,42,47.6,8,17,47.1,28,59,47.5,18,30,60.0,9,23,32,17,19,25,6,5,3,3,90,2017/2018
Jamalex Polonia 1912 Leszno,2018-02-03 18:00:00,SKK Siedlce,W,77:97,W,97,22,48,45.8,12,20,60.0,34,68,50.0,17,27,63.0,13,22,35,22,19,24,7,7,3,3,113,2017/2018
Jamalex Polonia 1912 Leszno,2018-02-11 19:30:00,GKS Tychy,D,90:83,W,90,27,38,71.1,7,18,38.9,34,56,60.7,15,21,71.4,6,29,35,23,21,23,17,6,1,1,110,2017/2018
Jamalex Polonia 1912 Leszno,2018-02-21 19:00:00,Elektrobud-Investment ZB Pruszków,W,76:68,P,68,18,43,41.9,5,29,17.2,23,72,31.9,17,24,70.8,14,20,34,8,23,23,12,12,0,2,54,2017/2018
Jamalex Polonia 1912 Leszno,2018-02-24 17:00:00,R8 Basket AZS Politechnika Kraków,W,79:66,P,66,24,48,50.0,3,14,21.4,27,62,43.5,9,12,75.0,9,25,34,15,19,17,15,6,1,2,69,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-03 18:00:00,Sokół Łańcut,W,81:77,P,77,18,38,47.4,9,24,37.5,27,62,43.5,14,19,73.7,9,23,32,15,20,18,7,4,6,5,87,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-10 18:00:00,WKS Śląsk Wrocław,D,61:79,P,61,15,38,39.5,6,24,25.0,21,62,33.9,13,26,50.0,9,20,29,10,21,24,9,8,3,4,48,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-17 17:00:00,Enea Astoria Bydgoszcz,W,89:79,P,79,22,37,59.5,8,23,34.8,30,60,50.0,11,14,78.6,4,15,19,15,23,18,19,13,1,1,75,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-21 20:00:00,Polfarmex Kutno,D,73:62,W,73,20,33,60.6,7,20,35.0,27,53,50.9,12,18,66.7,8,23,31,20,27,19,14,8,0,2,86,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-24 17:00:00,Zetkama Doral Nysa Kłodzko,W,70:81,W,81,20,37,54.1,9,21,42.9,29,58,50.0,14,17,82.4,7,23,30,15,22,18,10,7,2,4,93,2017/2018
Jamalex Polonia 1912 Leszno,2018-03-31 16:00:00,KK Warszawa,D,96:65,W,96,26,42,61.9,7,25,28.0,33,67,49.3,23,30,76.7,14,25,39,28,27,24,9,13,0,0,126,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-08 18:00:00,Spójnia Stargard,W,78:85,W,85,22,36,61.1,10,33,30.3,32,69,46.4,11,21,52.4,12,17,29,17,21,22,11,11,0,1,84,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-14 18:30:00,Elektrobud-Investment ZB Pruszków,D,81:65,W,81,29,47,61.7,5,20,25.0,34,67,50.7,8,13,61.5,9,22,31,23,16,16,10,9,4,3,100,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-15 16:00:00,Elektrobud-Investment ZB Pruszków,D,60:71,P,60,15,39,38.5,6,26,23.1,21,65,32.3,12,19,63.2,7,21,28,18,26,21,16,14,1,6,54,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-21 18:00:00,Elektrobud-Investment ZB Pruszków,W,65:73,W,73,18,37,48.6,6,26,23.1,24,63,38.1,19,24,79.2,13,23,36,10,22,23,11,11,1,1,76,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-22 17:00:00,Elektrobud-Investment ZB Pruszków,W,60:66,W,66,21,49,42.9,5,17,29.4,26,66,39.4,9,15,60.0,14,24,38,10,17,16,8,8,0,3,68,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-28 19:00:00,Sokół Łańcut,D,66:73,P,66,17,37,45.9,6,27,22.2,23,64,35.9,14,17,82.4,10,27,37,21,23,17,13,4,0,3,71,2017/2018
Jamalex Polonia 1912 Leszno,2018-04-29 17:00:00,Sokół Łańcut,D,63:83,P,63,17,31,54.8,7,29,24.1,24,60,40.0,8,14,57.1,9,22,31,19,21,16,14,3,2,0,62,2017/2018
Jamalex Polonia 1912 Leszno,2018-05-05 17:30:00,Sokół Łańcut,W,75:82,W,82,21,44,47.7,12,24,50.0,33,68,48.5,4,9,44.4,12,26,38,17,20,16,14,4,0,4,87,2017/2018
Jamalex Polonia 1912 Leszno,2018-05-06 17:30:00,Sokół Łańcut,W,87:83,P,83,22,45,48.9,11,21,52.4,33,66,50.0,6,9,66.7,10,18,28,19,29,15,15,4,0,7,83,2017/2018
Jamalex Polonia 1912 Leszno,2018-05-12 18:00:00,GKS Tychy,W,105:94,P,94,21,45,46.7,11,22,50.0,32,67,47.8,19,23,82.6,9,17,26,23,24,22,12,6,2,5,100,2017/2018
Jamalex Polonia 1912 Leszno,2018-05-19 16:00:00,GKS Tychy,D,85:67,W,85,17,34,50.0,9,18,50.0,26,52,50.0,24,33,72.7,6,29,35,21,25,24,15,8,2,0,101,2017/2018
KK Warszawa,2017-09-23 18:00:00,R8 Basket AZS Politechnika Kraków,W,84:58,P,58,16,28,57.1,6,22,27.3,22,50,44.0,8,16,50.0,8,16,24,18,22,20,26,13,0,2,51,2017/2018
KK Warszawa,2017-09-30 17:30:00,Sokół Łańcut,W,85:71,P,71,16,26,61.5,6,21,28.6,22,47,46.8,21,24,87.5,7,24,31,9,29,19,18,4,0,0,69,2017/2018
KK Warszawa,2017-10-08 15:00:00,WKS Śląsk Wrocław,D,56:72,P,56,20,44,45.5,3,20,15.0,23,64,35.9,7,13,53.8,5,23,28,14,25,17,14,9,1,2,47,2017/2018
KK Warszawa,2017-10-15 19:00:00,Enea Astoria Bydgoszcz,D,76:86,P,76,15,30,50.0,13,29,44.8,28,59,47.5,7,9,77.8,6,18,24,18,24,15,20,9,3,1,77,2017/2018
KK Warszawa,2017-10-18 18:00:00,Polfarmex Kutno,W,62:25,P,25,4,30,13.3,4,21,19.0,8,51,15.7,5,8,62.5,5,19,24,4,28,19,24,7,5,4,-5,2017/2018
KK Warszawa,2017-10-21 17:00:00,Zetkama Doral Nysa Kłodzko,W,70:90,W,90,21,34,61.8,12,28,42.9,33,62,53.2,12,18,66.7,5,31,36,16,23,21,11,5,4,1,105,2017/2018
KK Warszawa,2017-11-05 15:00:00,Spójnia Stargard,D,83:95,P,83,23,46,50.0,7,23,30.4,30,69,43.5,16,21,76.2,10,16,26,11,22,15,15,14,1,5,76,2017/2018
KK Warszawa,2017-11-08 18:00:00,KSK Noteć Inowrocław,W,65:63,P,63,22,51,43.1,4,16,25.0,26,67,38.8,7,10,70.0,9,30,39,13,27,18,17,6,6,4,66,2017/2018
KK Warszawa,2017-11-11 13:00:00,Siarka Tarnobrzeg,D,72:91,P,72,19,28,67.9,7,29,24.1,26,57,45.6,13,19,68.4,6,25,31,13,23,17,21,7,4,2,69,2017/2018
KK Warszawa,2017-11-19 17:00:00,Pogoń Prudnik,W,77:63,P,63,20,43,46.5,6,29,20.7,26,72,36.1,5,5,100.0,9,23,32,9,28,15,12,13,1,1,60,2017/2018
KK Warszawa,2017-11-26 18:00:00,Energa Kotwica Kołobrzeg,D,71:76,P,71,20,38,52.6,7,27,25.9,27,65,41.5,10,16,62.5,7,15,22,12,17,17,14,15,2,1,64,2017/2018
KK Warszawa,2017-12-02 17:00:00,Biofarm Basket Poznań,W,86:82,P,82,16,31,51.6,13,28,46.4,29,59,49.2,11,20,55.0,5,18,23,18,28,19,7,10,3,6,90,2017/2018
KK Warszawa,2017-12-06 20:00:00,SKK Siedlce,D,69:79,P,69,13,23,56.5,10,29,34.5,23,52,44.2,13,21,61.9,3,19,22,16,30,19,13,3,2,0,62,2017/2018
KK Warszawa,2017-12-09 18:00:00,GKS Tychy,W,83:73,P,73,22,39,56.4,7,16,43.8,29,55,52.7,8,14,57.1,3,16,19,12,15,19,14,9,0,2,67,2017/2018
KK Warszawa,2017-12-17 13:00:00,Jamalex Polonia 1912 Leszno,D,65:78,P,65,18,34,52.9,7,22,31.8,25,56,44.6,8,12,66.7,2,21,23,11,21,16,14,3,3,4,56,2017/2018
KK Warszawa,2017-12-22 19:00:00,Elektrobud-Investment ZB Pruszków,W,80:46,P,46,12,39,30.8,5,27,18.5,17,66,25.8,7,9,77.8,7,20,27,7,12,17,14,9,1,8,25,2017/2018
KK Warszawa,2018-01-07 14:30:00,R8 Basket AZS Politechnika Kraków,D,72:103,P,72,24,43,55.8,6,26,23.1,30,69,43.5,6,15,40.0,12,17,29,10,24,16,12,7,0,0,58,2017/2018
KK Warszawa,2018-01-14 17:30:00,Sokół Łańcut,D,78:71,W,78,22,38,57.9,7,21,33.3,29,59,49.2,13,20,65.0,4,28,32,17,21,17,14,5,1,2,82,2017/2018
KK Warszawa,2018-01-17 20:00:00,Polfarmex Kutno,D,66:80,P,66,19,35,54.3,5,22,22.7,24,57,42.1,13,16,81.3,4,19,23,9,14,21,15,6,3,2,56,2017/2018
KK Warszawa,2018-01-20 18:00:00,WKS Śląsk Wrocław,W,89:53,P,53,12,42,28.6,4,15,26.7,16,57,28.1,17,22,77.3,6,25,31,9,14,23,18,6,1,7,36,2017/2018
KK Warszawa,2018-01-27 17:00:00,Enea Astoria Bydgoszcz,W,96:55,P,55,7,23,30.4,7,27,25.9,14,50,28.0,20,29,69.0,0,19,19,10,23,25,19,6,1,0,27,2017/2018
KK Warszawa,2018-02-04 15:00:00,Zetkama Doral Nysa Kłodzko,D,79:67,W,79,16,32,50.0,10,23,43.5,26,55,47.3,17,28,60.7,9,23,32,15,26,26,17,6,2,3,77,2017/2018
KK Warszawa,2018-02-18 17:30:00,Spójnia Stargard,W,75:79,W,79,19,33,57.6,8,25,32.0,27,58,46.6,17,27,63.0,7,30,37,16,18,20,24,11,2,2,80,2017/2018
KK Warszawa,2018-02-21 20:00:00,KSK Noteć Inowrocław,D,73:85,P,73,26,40,65.0,3,21,14.3,29,61,47.5,12,18,66.7,6,24,30,14,24,20,14,10,5,0,80,2017/2018
KK Warszawa,2018-02-24 18:00:00,Siarka Tarnobrzeg,W,66:80,W,80,23,43,53.5,6,19,31.6,29,62,46.8,16,23,69.6,9,27,36,13,19,23,12,12,3,6,92,2017/2018
KK Warszawa,2018-03-04 17:30:00,Pogoń Prudnik,D,94:76,W,94,26,44,59.1,8,24,33.3,34,68,50.0,18,24,75.0,7,22,29,19,16,24,9,15,2,3,110,2017/2018
KK Warszawa,2018-03-11 17:00:00,Energa Kotwica Kołobrzeg,W,72:70,P,70,15,35,42.9,9,43,20.9,24,78,30.8,13,32,40.6,17,35,52,15,29,29,13,6,1,2,58,2017/2018
KK Warszawa,2018-03-18 15:00:00,Biofarm Basket Poznań,D,74:102,P,74,21,42,50.0,5,21,23.8,26,63,41.3,17,24,70.8,10,17,27,15,22,20,18,6,3,0,63,2017/2018
KK Warszawa,2018-03-21 20:00:00,SKK Siedlce,W,75:80,W,80,16,35,45.7,10,23,43.5,26,58,44.8,18,21,85.7,4,19,23,12,20,22,15,14,1,4,80,2017/2018
KK Warszawa,2018-03-25 15:00:00,GKS Tychy,D,78:100,P,78,19,40,47.5,10,32,31.3,29,72,40.3,10,11,90.9,11,13,24,15,21,17,13,6,2,1,68,2017/2018
KK Warszawa,2018-03-31 16:00:00,Jamalex Polonia 1912 Leszno,W,96:65,P,65,14,27,51.9,7,21,33.3,21,48,43.8,16,22,72.7,5,19,24,13,25,27,21,4,0,0,52,2017/2018
KK Warszawa,2018-04-08 18:00:00,Elektrobud-Investment ZB Pruszków,D,63:75,P,63,17,35,48.6,6,26,23.1,23,61,37.7,11,19,57.9,5,18,23,11,15,20,13,7,2,6,47,2017/2018
KK Warszawa,2018-04-13 18:00:00,Energa Kotwica Kołobrzeg,W,76:64,P,64,16,26,61.5,7,19,36.8,23,45,51.1,11,14,78.6,2,24,26,11,17,16,16,3,1,1,64,2017/2018
KK Warszawa,2018-04-14 20:00:00,Energa Kotwica Kołobrzeg,W,66:72,W,72,11,21,52.4,12,32,37.5,23,53,43.4,14,24,58.3,8,24,32,12,19,23,14,6,1,1,69,2017/2018
KK Warszawa,2018-04-21 14:30:00,Energa Kotwica Kołobrzeg,D,68:80,P,68,18,35,51.4,4,25,16.0,22,60,36.7,20,24,83.3,7,19,26,11,16,24,14,8,1,2,58,2017/2018
KK Warszawa,2018-04-22 18:00:00,Energa Kotwica Kołobrzeg,D,90:92,P,90,26,53,49.1,9,22,40.9,35,75,46.7,11,15,73.3,10,29,39,10,16,19,16,10,3,5,92,2017/2018
KSK Noteć Inowrocław,2017-09-24 18:00:00,Jamalex Polonia 1912 Leszno,D,58:102,P,58,14,37,37.8,5,21,23.8,19,58,32.8,15,17,88.2,16,16,32,7,32,21,25,5,0,3,36,2017/2018
KSK Noteć Inowrocław,2017-09-30 18:00:00,Elektrobud-Investment ZB Pruszków,W,89:52,P,52,14,37,37.8,6,25,24.0,20,62,32.3,6,15,40.0,9,15,24,13,20,14,16,11,1,0,34,2017/2018
KSK Noteć Inowrocław,2017-10-08 17:00:00,R8 Basket AZS Politechnika Kraków,D,71:94,P,71,17,36,47.2,8,25,32.0,25,61,41.0,13,24,54.2,10,24,34,19,25,29,19,8,2,1,68,2017/2018
KSK Noteć Inowrocław,2017-10-14 17:30:00,Sokół Łańcut,W,92:77,P,77,25,39,64.1,8,27,29.6,33,66,50.0,3,4,75.0,14,21,35,18,23,11,17,1,1,1,81,2017/2018
KSK Noteć Inowrocław,2017-10-18 18:00:00,WKS Śląsk Wrocław,D,74:66,W,74,20,43,46.5,6,26,23.1,26,69,37.7,16,22,72.7,15,22,37,12,18,19,7,9,2,1,78,2017/2018
KSK Noteć Inowrocław,2017-10-21 17:00:00,Enea Astoria Bydgoszcz,W,118:61,P,61,12,29,41.4,8,28,28.6,20,57,35.1,13,21,61.9,5,19,24,14,29,22,20,3,1,3,38,2017/2018
KSK Noteć Inowrocław,2017-10-29 17:00:00,Polfarmex Kutno,D,56:70,P,56,14,32,43.8,6,19,31.6,20,51,39.2,10,15,66.7,4,19,23,15,19,20,20,8,1,2,47,2017/2018
KSK Noteć Inowrocław,2017-11-04 17:00:00,Zetkama Doral Nysa Kłodzko,W,90:84,P,84,22,33,66.7,7,19,36.8,29,52,55.8,19,36,52.8,9,24,33,16,29,30,14,1,1,1,81,2017/2018
KSK Noteć Inowrocław,2017-11-08 18:00:00,KK Warszawa,D,65:63,W,65,15,34,44.1,3,21,14.3,18,55,32.7,26,38,68.4,9,27,36,13,18,28,13,9,4,6,65,2017/2018
KSK Noteć Inowrocław,2017-11-11 18:00:00,Spójnia Stargard,W,94:71,P,71,22,45,48.9,4,20,20.0,26,65,40.0,15,20,75.0,9,15,24,16,16,15,7,8,3,0,71,2017/2018
KSK Noteć Inowrocław,2017-11-25 18:00:00,Siarka Tarnobrzeg,D,60:78,P,60,16,42,38.1,3,22,13.6,19,64,29.7,19,26,73.1,15,24,39,12,18,26,25,10,2,7,46,2017/2018
KSK Noteć Inowrocław,2017-12-02 17:30:00,Pogoń Prudnik,W,81:74,P,74,20,38,52.6,8,32,25.0,28,70,40.0,10,18,55.6,12,21,33,14,21,19,11,9,0,2,69,2017/2018
KSK Noteć Inowrocław,2017-12-06 18:00:00,Energa Kotwica Kołobrzeg,D,73:89,P,73,18,37,48.6,8,23,34.8,26,60,43.3,13,17,76.5,5,21,26,20,20,18,19,11,3,3,76,2017/2018
KSK Noteć Inowrocław,2017-12-09 17:00:00,Biofarm Basket Poznań,W,57:61,W,61,13,22,59.1,5,23,21.7,18,45,40.0,20,24,83.3,4,24,28,11,16,20,16,10,3,1,66,2017/2018
KSK Noteć Inowrocław,2017-12-16 18:00:00,SKK Siedlce,D,69:56,W,69,19,35,54.3,4,22,18.2,23,57,40.4,19,29,65.5,8,19,27,15,20,26,13,13,4,1,71,2017/2018
KSK Noteć Inowrocław,2017-12-22 18:00:00,GKS Tychy,W,104:62,P,62,20,36,55.6,3,25,12.0,23,61,37.7,13,16,81.3,12,18,30,10,14,17,18,7,2,1,52,2017/2018
KSK Noteć Inowrocław,2018-01-06 18:00:00,Jamalex Polonia 1912 Leszno,W,84:67,P,67,21,36,58.3,4,13,30.8,25,49,51.0,13,22,59.1,5,23,28,9,16,19,14,6,3,2,66,2017/2018
KSK Noteć Inowrocław,2018-01-13 18:00:00,Elektrobud-Investment ZB Pruszków,D,65:91,P,65,20,39,51.3,6,23,26.1,26,62,41.9,7,12,58.3,9,17,26,23,17,19,18,10,1,2,66,2017/2018
KSK Noteć Inowrocław,2018-01-20 18:00:00,R8 Basket AZS Politechnika Kraków,W,96:73,P,73,18,35,51.4,7,22,31.8,25,57,43.9,16,22,72.7,6,18,24,13,18,19,12,10,1,2,71,2017/2018
KSK Noteć Inowrocław,2018-01-27 18:00:00,Sokół Łańcut,D,72:91,P,72,21,42,50.0,6,18,33.3,27,60,45.0,12,14,85.7,7,21,28,19,24,17,19,6,0,4,71,2017/2018
KSK Noteć Inowrocław,2018-01-31 19:00:00,WKS Śląsk Wrocław,W,89:76,P,76,20,40,50.0,7,22,31.8,27,62,43.5,15,22,68.2,10,26,36,18,18,23,16,8,2,4,82,2017/2018
KSK Noteć Inowrocław,2018-02-03 18:00:00,Enea Astoria Bydgoszcz,D,61:98,P,61,17,36,47.2,5,23,21.7,22,59,37.3,12,23,52.2,11,17,28,17,21,21,15,7,2,3,52,2017/2018
KSK Noteć Inowrocław,2018-02-10 17:30:00,Polfarmex Kutno,W,76:61,P,61,19,45,42.2,5,20,25.0,24,65,36.9,8,15,53.3,11,22,33,13,11,16,14,9,1,5,55,2017/2018
KSK Noteć Inowrocław,2018-02-17 16:00:00,Zetkama Doral Nysa Kłodzko,D,74:69,W,74,16,34,47.1,10,25,40.0,26,59,44.1,12,22,54.5,5,24,29,20,16,16,6,5,1,1,80,2017/2018
KSK Noteć Inowrocław,2018-02-21 20:00:00,KK Warszawa,W,73:85,W,85,17,31,54.8,10,23,43.5,27,54,50.0,21,27,77.8,3,24,27,18,20,24,13,7,0,5,91,2017/2018
KSK Noteć Inowrocław,2018-02-24 18:00:00,Spójnia Stargard,D,68:81,P,68,17,38,44.7,5,20,25.0,22,58,37.9,19,26,73.1,4,20,24,13,19,19,13,9,4,3,62,2017/2018
KSK Noteć Inowrocław,2018-03-10 18:00:00,Siarka Tarnobrzeg,W,77:70,P,70,22,43,51.2,4,20,20.0,26,63,41.3,14,22,63.6,5,28,33,13,19,21,14,13,1,5,71,2017/2018
KSK Noteć Inowrocław,2018-03-17 18:00:00,Pogoń Prudnik,D,68:90,P,68,12,26,46.2,9,31,29.0,21,57,36.8,17,21,81.0,8,17,25,12,22,18,13,7,2,4,61,2017/2018
KSK Noteć Inowrocław,2018-03-21 18:00:00,Energa Kotwica Kołobrzeg,W,76:56,P,56,18,32,56.3,3,28,10.7,21,60,35.0,11,16,68.8,5,21,26,13,15,14,14,7,2,0,46,2017/2018
KSK Noteć Inowrocław,2018-03-24 18:00:00,Biofarm Basket Poznań,D,84:88,P,84,22,34,64.7,12,34,35.3,34,68,50.0,4,6,66.7,9,23,32,23,27,17,15,8,2,1,98,2017/2018
KSK Noteć Inowrocław,2018-03-30 18:00:00,SKK Siedlce,W,86:68,P,68,9,37,24.3,12,31,38.7,21,68,30.9,14,21,66.7,9,24,33,19,24,21,10,6,3,5,65,2017/2018
KSK Noteć Inowrocław,2018-04-08 18:00:00,GKS Tychy,D,72:78,P,72,18,41,43.9,8,32,25.0,26,73,35.6,12,26,46.2,18,17,35,22,24,24,12,14,2,3,72,2017/2018
Pogoń Prudnik,2017-09-23 17:30:00,SKK Siedlce,D,76:64,W,76,20,40,50.0,6,22,27.3,26,62,41.9,18,20,90.0,5,20,25,12,12,23,11,10,0,1,74,2017/2018
Pogoń Prudnik,2017-09-30 19:00:00,GKS Tychy,W,103:76,P,76,21,45,46.7,7,29,24.1,28,74,37.8,13,18,72.2,12,24,36,15,20,19,9,6,2,4,75,2017/2018
Pogoń Prudnik,2017-10-07 17:30:00,Jamalex Polonia 1912 Leszno,D,63:75,P,63,20,43,46.5,5,18,27.8,25,61,41.0,8,18,44.4,7,23,30,17,24,18,16,9,2,1,59,2017/2018
Pogoń Prudnik,2017-10-14 18:00:00,Elektrobud-Investment ZB Pruszków,W,71:72,W,72,19,34,55.9,6,25,24.0,25,59,42.4,16,25,64.0,9,26,35,18,17,20,10,10,0,4,82,2017/2018
Pogoń Prudnik,2017-10-18 18:30:00,R8 Basket AZS Politechnika Kraków,D,67:84,P,67,18,38,47.4,5,28,17.9,23,66,34.8,16,20,80.0,9,27,36,15,18,25,20,4,2,3,57,2017/2018
Pogoń Prudnik,2017-10-22 17:00:00,Sokół Łańcut,D,75:88,P,75,21,46,45.7,6,16,37.5,27,62,43.5,15,19,78.9,9,22,31,15,14,19,17,9,2,3,76,2017/2018
Pogoń Prudnik,2017-10-28 17:30:00,WKS Śląsk Wrocław,D,69:74,P,69,15,36,41.7,5,25,20.0,20,61,32.8,24,30,80.0,11,29,40,9,21,30,16,6,4,3,65,2017/2018
